species,mean_growth_rate,precision_growth_rate,mean_year_precision
Cornus suecica,1.560195319,1.05369747,4615604.994
Corrigiola litoralis,-1.274281436,0.111206991,29.38368544
Corylus avellana,2.184531909,8.032579729,4640.379359
Corynephorus canescens,1.524316288,0.027523083,8510983.629
Crambe maritima,0.656283975,2.272277895,749800.8548
Crassula aquatica,1.22051787,0.131345915,36.07207425
Crassula tillaea,4.542663633,0.786463693,1935238.14
Crataegus laevigata,1.755257131,1.470412736,20583.54059
Crataegus monogyna,2.08468663,8.860424555,5468.333037
Crepis biennis,3.869073688,0.589191871,75086.51305
Crepis capillaris,4.110722647,3.113960463,1372.848314
Crepis mollis,-2.482474693,0.134862951,403.3265386
Crepis paludosa,-0.543976076,3.224035558,15181.72647
Crepis praemorsa,0.19612159,0.846664503,171.7474475
Crithmum maritimum,0.937886318,1.586054048,138220.5322
Cruciata laevipes,1.483633591,4.917702758,20386.00498
Cryptogramma crispa,-0.235685261,2.455805181,1009215.54
Cuscuta epithymum,1.671178401,1.281119549,234330.0248
Cuscuta europaea,-0.070238557,0.81569582,2297686.142
Cynodon dactylon,-1.701219841,0.674328168,194.2178206
Cynoglossum germanicum,-6.592624674,0.023902706,5946829.349
Cynoglossum officinale,0.351352074,3.734837668,267805.5849
Cynosurus cristatus,2.047524455,7.9153125,2241.2902
Cyperus fuscus,-0.913188465,0.251797393,417321073.8
Cyperus longus,2.521545063,0.551832266,26722.62097
Cypripedium calceolus,0.398873392,0.302062823,63.85582159
Cystopteris dickieana,0.945597118,0.55031085,148.9446822
Cystopteris fragilis,-1.51273057,3.448803173,63286.45928
Cystopteris montana,3.923722437,0.011712555,1415905.381
Cytisus scoparius,1.654263168,9.16404984,5119.348174
Daboecia cantabrica,2.783278801,0.52180755,165.281163
Dactylis glomerata,2.39589659,8.89399451,4024.073926
Dactylorhiza fuchsii,0.318804144,14.30922285,8203.386469
Dactylorhiza incarnata,-1.49838587,6.004457025,64090.10609
Dactylorhiza lapponica,0.990955273,1.524071099,50.54560482
Dactylorhiza maculata,1.058441518,6.457144608,11836.3071
Dactylorhiza majalis agg.,0.764253615,0.926136687,100.1889513
Dactylorhiza praetermissa,1.266552901,2.873567334,32182.13091
Dactylorhiza purpurella,-0.217037138,8.216009566,22322.47399
Dactylorhiza traunsteinerioides,-0.837506119,0.728512086,8876650.923
Damasonium alisma,3.080161128,0.085532055,112.5740242
Danthonia decumbens,-0.223955813,6.134729801,4185.125804
Daphne laureola,0.496299407,3.970210058,72668.75629
Daphne mezereum,-1.717424656,0.658992773,7991640.162
Daucus carota,1.814934031,5.606512152,6712.515184
Deschampsia cespitosa,1.093701418,17.69944962,3919.107191
Deschampsia flexuosa,1.303136944,7.163725064,5544.060656
Deschampsia setacea,-2.680510514,0.259040446,884446.7687
Descurainia sophia,2.252311507,1.115077181,140.2325316
Dianthus armeria,1.312319022,0.522762005,23198100.95
Dianthus deltoides,0.042248154,2.488140394,7399939.93
Dianthus gratianopolitanus,-0.430586474,0.185476374,434.7532327
Diapensia lapponica,0.133017975,4.017827687,150.524897
Digitalis purpurea,2.386202671,6.344519898,3664.033546
Diphasiastrum alpinum,0.753550433,3.380759507,1018415.445
Diphasiastrum complanatum,1.0467243,0.998706164,195.00687
Diplotaxis tenuifolia,3.089621318,0.771070714,243.5407295
Dipsacus fullonum s.l.,2.744375512,4.811273766,5275.455993
Dipsacus pilosus,0.79319034,2.290051736,586953.0705
Draba aizoides,-1.218300209,0.850632026,617.7755997
Draba incana,-2.491434148,1.608579342,1085659.981
Draba muralis,-0.104825269,0.544112703,6302809.404
Draba norvegica,3.376273395,0.085663732,232.7321241
Drosera anglica,1.028877129,1.039855164,139390.452
Drosera intermedia,-0.404587252,1.052293393,257005.1487
Drosera rotundifolia,0.362484555,6.154842608,20739.53889
Dryas octopetala,-1.046800108,0.717709944,3091045.754
Dryopteris aemula,-0.486299283,2.519735342,167073.5614
Dryopteris affinis,1.913167696,2.278486406,4424.448474
Dryopteris carthusiana,-0.322635438,10.95650013,22968.85704
Dryopteris cristata,-11.65884187,0.048029466,913.7858232
Dryopteris dilatata,1.690286374,6.741256962,3039.757239
Dryopteris expansa,-0.888141802,1.307178187,103.4074449
Dryopteris filix-mas agg.,1.336036882,8.896753559,3146.75151
Dryopteris oreades,-1.533493859,1.659919693,228.6706445
Dryopteris remota,0.243703794,1.185497482,329.8612781
Dryopteris submontana,-4.892995607,0.258540796,4330133.926
Echium plantagineum,5.503681653,0.241974928,358.4922892
Echium vulgare,-0.077464601,3.445891678,53580.72466
Elatine hexandra,-1.469678436,0.945486351,2565586.068
Elatine hydropiper,6.386741137,0.11721057,1520701.62
Eleocharis acicularis,-3.585817622,1.575079724,830000.4551
Eleocharis mamillata subsp. austriaca,-2.722593755,1.41808183,351.0346036
Eleocharis multicaulis,0.155633975,1.176281814,29649.48243
Eleocharis palustris,0.594847382,3.729329134,3871.256727
Eleocharis parvula,-3.438235629,0.226040468,3646423.85
Eleocharis quinqueflora,-0.789553382,5.007845191,27018.05611
Eleocharis uniglumis,-3.114844623,1.647750225,66103.48974
Eleogiton fluitans,-1.397711471,2.131935896,49028.39003
Elymus caninus,1.557685269,2.293965555,2623.34749
Elytrigia atherica,0.249728823,2.882771795,118494.3151
Elytrigia juncea,-1.423590682,2.123405567,72047.24084
Elytrigia repens,3.211222979,2.463091071,1259.828663
Empetrum nigrum,0.538662552,4.490813156,33002.51731
Epilobium alsinifolium,-2.923924,0.675627224,511305.6829
Epilobium anagallidifolium,-1.733944206,1.316351248,358.6461834
Epilobium hirsutum,3.242224868,6.531947567,3660.836786
Epilobium lanceolatum,0.410180416,0.838131547,75619.37173
Epilobium montanum,2.100469318,5.061323702,1295.918006
Epilobium obscurum,3.392210617,2.393563226,1155.578196
Epilobium palustre,0.46266068,5.611449212,3452.475109
Epilobium parviflorum,2.476169548,4.046965332,1445.664873
Epilobium roseum,1.611026821,1.512772347,8535.041613
Epilobium tetragonum,3.220791071,2.073585656,2097.66627
Epipactis atrorubens,-0.318280246,0.377587667,3409263.369
Epipactis helleborine var. youngiana,-1.395038431,1.08962097,164.848876
Epipactis helleborine,1.208883256,4.297559384,28305.76505
Epipactis leptochila,-0.455946117,0.426047168,19593013.04
Epipactis palustris,-2.447365738,2.270022661,1914190.441
Epipactis phyllanthes,0.694019585,0.867262651,2020735.166
Epipactis purpurata,-0.667517784,2.382755095,1357092.743
Epipogium aphyllum,14.40016852,0.090780886,256815.956
Equisetum arvense,2.913964457,5.179804588,1919.609801
Equisetum fluviatile,0.318444799,7.978148986,9525.205175
Equisetum hyemale,-0.120352467,2.802889966,4739881.549
Equisetum palustre,-0.057552498,6.864866564,5079.423465
Equisetum pratense,-0.46280049,1.112853299,995474.7123
Equisetum sylvaticum,-0.323553374,5.729837671,25109.66168
Equisetum telmateia,0.167567713,7.349178006,37862.19776
Equisetum variegatum,-1.45359215,1.132753719,1075389.222
Erica ciliaris,-0.028310345,0.172648014,20104020.87
Erica cinerea,1.616343839,5.853608826,11400.13634
Erica erigena,-1.024827471,0.826749366,130.1156973
Erica tetralix,0.923297942,9.158106969,14968.10276
Erica vagans,8.08334893,0.146351936,2694851.338
Erigeron acris,1.36363471,3.464681395,24969.93659
Erigeron borealis,-4.394841884,0.274185594,1347.115062
Eriocaulon aquaticum,-1.831743533,0.159762496,33224109.24
Eriophorum angustifolium,0.721707073,11.96361491,13790.3601
Eriophorum gracile,-2.430271872,0.121675757,15220317.71
Eriophorum latifolium,-1.59858398,3.117559551,457538.5059
Eriophorum vaginatum,1.338939323,6.685274694,29308.80193
Erodium cicutarium agg.,1.501686563,4.69704972,14819.17137
Erodium maritimum,-1.049701423,1.439970261,283722.8083
Erodium moschatum,3.097741256,0.106854625,179.0539264
Erophila glabrescens,3.0744828,0.363168408,30163.81409
Erophila majuscula,0.743289114,0.534032665,382.5899733
Erophila verna s.l.,2.355746856,4.882402163,1869.638189
Eryngium campestre,-0.246097135,1.169132222,627.9052035
Eryngium maritimum,0.181133833,3.558366283,985509.3776
Erysimum cheiranthoides,2.187896752,0.322335402,784.4939265
Erysimum cheiri,-1.3877755,0.051427387,8515.989631
Euonymus europaeus,1.316019845,7.133929087,7633.366963
Eupatorium cannabinum,0.913535747,5.82223253,5605.853215
Euphorbia amygdaloides,0.611498515,5.338065114,28917.25033
Euphorbia exigua,-0.457158865,1.184024898,646.5821015
Euphorbia helioscopia,4.538585257,0.337593179,196.0651811
Euphorbia hyberna,2.231872138,0.182650131,542.9083471
Euphorbia lathyris,0.050409854,0.117998953,25118.87314
Euphorbia paralias,-0.79672915,2.124398582,577063.8372
Euphorbia peplis,0.059762579,1.158141598,375.0670007
Euphorbia peplus,5.174294719,0.083258506,462.376474
Euphorbia platyphyllos,2.365315468,1.377227284,560.094897
Euphorbia portlandica,-1.181291142,1.564007695,751259.9904
Euphorbia stricta,4.831409262,0.219563231,15685578.43
Euphrasia officinalis MOHagg,-2.272897087,5.282362522,4605.247468
Fagus sylvatica,1.816858828,10.72871441,4082.670305
Fallopia convolvulus,0.080053588,1.133841958,588.6407631
Fallopia dumetorum,-0.058192668,0.260606826,14986393.47
Festuca altissima,-1.003272915,2.285330011,1926842.682
Festuca arenaria,-0.642290826,0.456735721,1422.102753
Festuca ovina agg.,0.246800485,7.50066089,3488.382571
Festuca ovina,2.044089326,2.322913792,7036.484688
Festuca rubra agg.,2.257380071,10.47202429,2424.827846
Festuca vivipara,0.871272797,2.607773339,42755.67469
Ficaria verna,2.300426134,4.984651044,1679.492283
Filago gallica,-0.090783174,0.378208896,31.61013991
Filago lutescens,-2.953924285,0.245300531,182951219.9
Filago minima,0.906617699,2.423357041,100645.7216
Filago pyramidata,-1.27121141,0.533430383,185.8595092
Filago vulgaris,3.189130635,1.596540628,61439.02664
Filipendula ulmaria,1.515168312,12.37966767,4351.256538
Filipendula vulgaris,-0.116443134,2.653756988,99827.29676
Foeniculum vulgare,3.446110454,0.07557342,214.6168732
Fragaria vesca,1.152346706,7.639910483,3155.93189
Frangula alnus,0.507742173,2.530332476,31943.73333
Frankenia laevis,1.377602686,0.681289068,17174003.23
Fraxinus excelsior,1.827789823,10.58945967,4882.86603
Fritillaria meleagris,2.324969893,0.630107338,8054322.274
Fumaria bastardii,0.90159815,1.262802901,58835.38458
Fumaria capreolata,0.727029336,2.381640553,175328.5786
Fumaria densiflora,5.693567758,0.040555495,126.4501862
Fumaria muralis,2.267694332,1.94885033,8046.990211
Fumaria occidentalis,-2.924332783,0.418851502,655630.2307
Fumaria officinalis,2.194214399,0.189205196,172.9860807
Fumaria parviflora,0.317337754,0.561712298,52.86928742
Fumaria purpurea,1.846265195,1.053303801,566459.1769
Fumaria vaillantii,1.767124484,0.271178256,115.5328711
Gagea bohemica,0.027982163,0.456243456,29.2356865
Gagea lutea,0.210044633,1.501521927,4518161.386
Gagea serotina,0.249902462,0.341704346,23.5700254
Galeopsis angustifolia,-2.002994685,0.036666215,35.93779443
Galeopsis segetum,1.494675566,0.341316958,73.33085708
Galeopsis speciosa,-0.377815463,0.947639214,149.8436018
Galeopsis tetrahit agg.,1.313059851,4.473902456,2323.285837
Galium album,0.98717923,5.580514152,6910.644416
Galium aparine,3.250256472,7.070048108,4234.417308
Galium boreale,-1.614282852,4.854076451,244179.7867
Galium constrictum,-1.938081843,0.463827551,5795422.194
Galium odoratum,-0.136333709,9.49392306,23358.31361
Galium palustre,1.49738184,8.712509521,3174.029248
Galium parisiense,1.705423347,0.495713965,356708.9004
Galium pumilum,-0.108710474,0.085457685,3913500.416
Galium saxatile,1.092573906,7.695444734,4611.40366
Galium sterneri,-0.445588267,2.918206187,272288.6314
Galium uliginosum,-0.332879404,5.10410129,25190.76965
Galium verum,1.555570786,7.1659784,5110.643273
Gastridium ventricosum,0.380716987,0.117415267,132190.9143
Gaudinia fragilis,2.715419819,0.172524758,2962598.707
Genista anglica,-0.623812711,3.062827664,98892.56237
Genista pilosa,-0.945737662,0.244470353,10094193.08
Genista tinctoria,-1.922996843,3.783375568,219784.2878
Gentiana nivalis,-0.181187687,0.165630321,150.216489
Gentiana pneumonanthe,-2.224514921,0.701409554,11410500.35
Gentiana verna,-3.480555922,0.152873587,22447305.56
Gentianella amarella,-2.416028505,3.014711091,38123.7354
Gentianella anglica,-1.85355951,0.606207489,2373840.743
Gentianella campestris,0.542242736,1.881942238,155011.9138
Gentianella germanica,-2.364712749,0.017091277,2108938.351
Gentianella uliginosa,-2.242890902,0.09688774,587.4046174
Gentianopsis ciliata,0.165582359,0.167157418,100.7885367
Geranium columbinum,0.314874245,1.719767939,19019.22334
Geranium dissectum,1.459663368,0.548304975,118.5392373
Geranium lucidum,2.58154992,3.55419413,12518.87463
Geranium molle,3.606332923,2.684387151,1955.758319
Geranium pratense,1.192471784,4.320347786,11852.54254
Geranium purpureum,-0.589118969,0.416688714,3725527.469
Geranium pusillum,3.799090692,1.329465831,5307.77258
Geranium robertianum,2.120768422,6.385012828,3273.990856
Geranium rotundifolium,4.645372524,0.752846299,26281.93646
Geranium sanguineum,-1.122630081,2.529760787,248017.1145
Geranium sylvaticum,-0.272253015,2.737122213,57433.04028
Geum rivale,0.706561567,6.612203331,13698.30365
Geum urbanum,2.936316163,8.340288968,4311.220729
Gladiolus illyricus,-4.110796739,0.75289454,33707849.92
Glaucium flavum,0.59415412,2.151700531,812420.4698
Glaux maritima,-0.711297196,6.292589902,39213.6331
Glebionis segetum,1.379143778,0.041436414,250.9835717
Glechoma hederacea,2.101846117,6.929168612,4576.052227
Glyceria declinata,-0.060892446,3.778049282,3188.84513
Glyceria fluitans s.s.,2.100154886,4.898506318,2044.562799
Glyceria maxima,1.576062032,3.983153174,22805.46295
Glyceria notata,0.104412936,2.542509969,6589.681711
Gnaphalium luteoalbum,3.453813123,0.015544654,3416.636305
Gnaphalium norvegicum,0.030866161,0.435185176,92.9107415
Gnaphalium supinum,0.047031061,1.302228034,664.3948371
Gnaphalium sylvaticum,0.784079361,1.753164374,221244.8869
Gnaphalium uliginosum,1.085311243,4.460763511,1606.339658
Goodyera repens,4.207340744,1.028714916,2402610.794
Groenlandia densa,-2.938124981,1.366465152,717060.7506
Gymnadenia conopsea,-1.042159303,2.45131008,63528.03625
Gymnocarpium dryopteris,-0.735214394,4.53974302,105529.8355
Gymnocarpium robertianum,-5.651865642,0.924256743,3350299.963
Hammarbya paludosa,-0.912457913,2.865521483,3566098.589
Hedera helix,2.643037195,3.428248416,4420.749188
Helianthemum apenninum,-0.191769815,0.099465823,554.8231693
Helianthemum nummularium,-0.430146048,5.933929946,55716.58947
Helianthemum oelandicum,-0.729106119,0.636423252,837.6948006
Helleborus foetidus,4.811623352,0.783680997,656313.7585
Helleborus viridis,-0.047240935,3.213976475,2799790.272
Helminthotheca echioides,-5.4674301,0.512738735,34692.6602
Heracleum sphondylium,2.419724004,11.54598483,4048.715268
Herminium monorchis,-2.302713595,0.763836564,24102530.13
Herniaria ciliolata,-1.117931046,0.135147611,15191334.4
Herniaria glabra,4.927211939,0.018805893,4955719.679
Hierochloe odorata,-0.295057138,0.14294321,12004492.09
Himantoglossum hircinum,0.902600354,0.843392533,64949219.36
Hippocrepis comosa,-0.711163581,1.758609298,93850.93253
Hippophae rhamnoides,1.344546537,0.059473459,54070.6358
Hippuris vulgaris,0.014681278,2.557206514,44285.70112
Holcus lanatus,2.204041048,10.57385387,2557.576309
Holcus mollis,2.018692872,4.881922617,1684.943898
Homogyne alpina,0.055856652,0.278625198,28.35321955
Honckenya peploides,0.352126126,5.326370867,144256.2872
Hordelymus europaeus,-1.395845065,0.427009848,874186.3847
Hordeum marinum,-0.52219399,0.847090031,1195584.4
Hordeum murinum,0.49634246,0.270362815,396.2527986
Hordeum secalinum,1.500577575,2.618975005,11809.31158
Hornungia petraea,-2.5918934,0.737740743,4607886.513
Hottonia palustris,-0.424101619,1.255176328,342064.3452
Humulus lupulus,2.057288721,1.868719003,6909.608554
Huperzia selago,1.047185295,5.033864459,121729.9093
Hyacinthoides non-scripta,1.299407908,13.71156198,3821.473444
Hydrilla verticillata,-1.070151151,0.514929401,154.5821772
Hydrocharis morsus-ranae,0.154636255,0.855260789,443011.8334
Hydrocotyle vulgaris,-0.598527537,7.944528602,12659.64563
Hymenophyllum tunbrigense,-0.775545837,1.77063112,4367490.166
Hymenophyllum wilsonii,-0.090379801,3.093718413,316671.7255
Hyoscyamus niger,-0.59991451,0.459636894,68.23107004
Hypericum androsaemum,3.612526584,2.707292992,6304.486423
Hypericum elodes,0.017799373,2.265832166,152287.9676
Hypericum hirsutum,0.42976654,6.587460013,13193.24977
Hypericum humifusum,0.585988078,2.605781346,3286.724838
Hypericum linariifolium,5.963125075,0.01187781,53577651.19
Hypericum maculatum,0.518354331,3.603995977,12549.68375
Hypericum montanum,-2.74401688,1.312966029,552011.7467
Hypericum perforatum,1.584157641,5.00850922,2351.903675
Hypericum pulchrum,1.639536716,5.381377732,3458.165106
Hypericum tetrapterum,0.951799495,6.413053842,2268.462444
Hypericum undulatum,-1.417197297,0.405803628,632131.389
Hypochaeris glabra,0.578987298,2.219311409,1107832.219
Hypochaeris maculata,-3.775590381,0.112925783,26148187.08
Hypochaeris radicata,2.830760163,6.567415104,1807.452865
Hypopitys monotropa,0.936976141,0.812498282,1178400.914
Iberis amara,-0.159451717,0.411497655,13615562.87
Ilex aquifolium,1.995752697,7.41545079,4545.642753
Illecebrum verticillatum,1.806388778,0.519864313,8399076.155
Impatiens noli-tangere,0.398755087,0.257543775,78.62012548
Imperatoria ostruthium,0.096221665,0.412531781,33.98418913
Inula conyzae,-0.06723116,4.031367731,26830.66848
Inula crithmoides,0.44051143,1.59516756,916944.454
Inula helenium,3.699160136,0.382787395,136.0154841
Iris foetidissima,5.153614627,1.848818428,20809.45201
Iris pseudacorus,2.437632457,5.447616485,3673.92512
Isatis tinctoria,1.452141143,0.312230741,59.00343108
Isoetes echinospora,-1.594671226,0.409651713,153.9484075
Isoetes histrix,7.045367829,0.012321999,11435608.82
Isoetes lacustris,-4.59397576,1.2448699,615760.8958
Isolepis cernua,-1.990572724,0.992157712,63028.42792
Isolepis setacea,-0.035585844,3.641297639,2527.30092
Jasione montana,-1.268527446,2.230361332,33327.07354
Juncus acutiflorus,0.949370714,7.745453266,4988.455604
Juncus acutus,0.795354379,0.704868056,5433426.096
Juncus alpinoarticulatus,0.030407469,0.015676951,599151.0636
Juncus articulatus,1.548568168,7.949599475,1973.762549
Juncus balticus,-2.735623526,0.819826677,3126766.64
Juncus biglumis,-2.577023617,0.081474086,279807.2769
Juncus bufonius s.l.,2.514117411,4.156835909,1053.424027
Juncus bulbosus,1.0214549,3.514954149,5954.805773
Juncus capitatus,1.92219917,0.021533296,973555.969
Juncus castaneus,-4.698673596,0.09666415,1226602.159
Juncus compressus,-1.801286905,2.019788453,601401.1779
Juncus conglomeratus,1.319382769,7.098030537,2214.570738
Juncus effusus,1.777654393,14.79054662,3768.460773
Juncus filiformis,0.367227249,0.380267811,126.0783294
Juncus gerardii,-0.341053945,3.267617241,26714.58751
Juncus inflexus,2.10541558,4.814371607,3977.169451
Juncus maritimus,-1.133727516,2.748711809,131394.9638
Juncus pygmaeus,-1.240826993,0.087133913,7418664.288
Juncus squarrosus,1.233975554,5.735668934,11059.93513
Juncus subnodulosus,-1.350063864,1.955431327,119464.1948
Juncus trifidus,-0.813676429,0.903263055,140.8750292
Juncus triglumis,-0.794855057,0.665767825,541420.2004
Juniperus communis,1.519682341,3.981164675,78293.1063
Kalmia procumbens,0.849711015,1.327586216,2900.901619
Kickxia elatine,0.753133416,0.241141577,371.9971094
Kickxia spuria,1.244322227,0.222188522,78.79555164
Knautia arvensis,0.707452827,5.318906125,8947.344414
Kobresia simpliciuscula,7.649231799,0.015210201,299792.8086
Koeleria macrantha s.s.,0.47425726,1.871985196,16582.14326
Koeleria vallesiana,-2.546520864,0.037862745,374.4578903
Koenigia islandica,-3.387075933,0.02766027,17656193.59
Lactuca saligna,-1.669303151,0.217624288,97.7366033
Lactuca serriola,6.325383027,0.110453587,1090.418709
Lactuca virosa,3.897479851,1.273916858,18459.79621
Lamiastrum galeobdolon,2.525418803,3.241944264,69156.57328
Lamium album,1.72311258,0.420974801,235.6832218
Lamium amplexicaule,2.253035421,0.405252718,60.1724627
Lamium confertum,1.234350571,0.126066362,151.3426917
Lamium hybridum,2.477141289,0.032864902,360.8425847
Lamium purpureum,-0.320916232,0.323941411,42.2736513
Lapsana communis,3.715863754,4.490387489,2333.4041
Lathraea squamaria,-0.169313109,3.983592948,112274.3787
Lathyrus aphaca,-1.174574836,0.544980296,4623347.593
Lathyrus japonicus,-1.141161915,0.516489999,10949925.08
Lathyrus linifolius,-0.013680941,5.981242105,8008.496888
Lathyrus nissolia,1.710034919,2.227223389,23503.73841
Lathyrus palustris,-0.576267983,0.431815054,5407069.077
Lathyrus pratensis,2.003353052,8.313825523,2262.059301
Lathyrus sylvestris,-0.155101302,2.686543048,1090763.71
Leersia oryzoides,-0.927403944,0.052060969,18914002.67
Legousia hybrida,0.531960214,0.385178549,33.46784122
Lemna gibba,2.865596843,0.626765897,28379.7332
Lemna minor,2.778090424,3.101360181,3160.774223
Lemna trisulca,0.672763281,1.575784346,18765.06101
Leontodon hispidus,1.353472817,2.803086368,7756.490881
Leontodon saxatilis,2.021343679,2.157528451,2467.304741
Lepidium campestre,1.531342098,0.321669381,494.3923157
Lepidium coronopus,2.729703183,0.19123778,46.46061577
Lepidium heterophyllum,-0.727064527,2.834392881,27798.80305
Lepidium latifolium,1.660180124,0.675423143,1425373.85
Lepidium ruderale,7.012100507,0.047057919,48.45225298
Leucanthemum vulgare,2.152035992,6.055115459,2428.911101
Leucojum aestivum,4.995170361,0.36161187,335440.632
Leymus arenarius,0.433051408,3.565138583,229583.5769
Ligusticum scoticum,0.172880955,2.398639313,783978.557
Ligustrum vulgare,1.219606939,8.55801795,5573.662167
Limonium bellidifolium,-0.9839899,0.159358156,67.85498503
Limonium binervosum agg.,0.049885756,1.471245154,805017.7949
Limonium humile,0.633341752,0.862847378,532609.4858
Limonium vulgare,1.931675484,0.864070689,194887.9316
Limosella aquatica,-1.316874759,1.024285503,5061850.273
Limosella australis,0.696592296,0.712960691,109.0721869
Linaria repens,0.907945432,0.277805437,252.2388162
Linaria vulgaris,1.010069608,3.893647032,4005.773293
Linnaea borealis,1.478460526,0.698849321,14966569.92
Linum bienne,-0.126764271,1.858861729,245284.9613
Linum catharticum,0.274669654,11.08447739,7229.12997
Linum perenne,-2.538907592,0.810090519,32995690.53
Liparis loeselii,-2.053287718,0.144453782,28965896.45
Lithospermum arvense,-4.563118822,0.075196644,36.37760019
Lithospermum officinale,-0.203224376,4.829491728,183211.3508
Lithospermum purpureocaeruleum,0.174079896,0.289514964,32820373.17
Littorella uniflora,-1.442995204,3.012259415,77933.01005
Lobelia dortmanna,-2.031217961,1.31747636,244837.93
Lobelia urens,-0.294711438,0.517207374,2308912.279
Lolium perenne,3.683362948,4.839864136,2664.492844
Lolium temulentum,-0.236738403,0.497055226,128.6540555
Lonicera periclymenum,1.61520346,9.304449437,3279.610454
Lotus angustissimus,-3.523158118,0.204130309,5307751.199
Lotus corniculatus,1.981049021,9.085969999,2086.737482
Lotus pedunculatus,1.064299917,8.285194341,2896.727079
Lotus subbiflorus,0.010052136,0.940869568,711271.0362
Lotus tenuis,-0.264426653,3.674168853,183321.4336
Ludwigia palustris,0.551283472,0.860726808,47190990.3
Luronium natans,-2.832520404,0.744906052,9585235.398
Luzula arcuata,-1.417315673,0.257872918,15719.48967
Luzula campestris,2.663867643,5.099595401,1218.550512
Luzula forsteri,2.073609034,0.898633172,64131.57098
Luzula multiflora,0.931794849,9.650079622,4227.140006
Luzula pallescens,0.176222672,0.389377447,118.8393002
Luzula pilosa,0.885428072,5.302601316,6176.486165
Luzula spicata,-0.259968908,1.212509438,120.2309165
Luzula sylvatica,1.38813054,7.005618824,12275.25728
Lycopodiella inundata,-1.455118209,2.328225556,7152269.992
Lycopodium annotinum,0.862576286,1.456830925,4911012.537
Lycopodium clavatum,0.666080906,4.229543956,243757.0197
Lycopus europaeus,1.336096026,7.295525599,7287.787135
Lysimachia nemorum,1.400138923,7.168039636,4216.693952
Lysimachia nummularia,1.437637859,3.453793799,6670.805082
Lysimachia thyrsiflora,3.111290092,0.033195977,2054120.471
Lysimachia vulgaris,0.149631542,3.227685901,21703.83493
Lythrum hyssopifolia,2.047282294,0.028298738,353689.8135
Lythrum portula,0.426107518,3.786403456,25454.5167
Lythrum salicaria,1.643289106,4.59781544,8575.012331
Maianthemum bifolium,-1.390700354,0.379266018,50.11471602
Malus sylvestris s.l.,1.937174692,7.311300084,1647.270584
Malva arborea,-0.141851368,1.172941614,228615.4733
Malva moschata,1.103311704,4.240124725,4609.284563
Malva neglecta,2.719782578,0.130498652,88.60963398
Malva sylvestris,0.573458784,0.397236631,64.20793274
Marrubium vulgare,-2.565364204,0.165486974,13878.74993
Matricaria chamomilla,2.873012553,0.288461652,76.98840546
Matthiola sinuata,0.405235813,0.063813528,602.9073347
Meconopsis cambrica,3.934861136,0.316113167,1450.695508
Medicago arabica,4.336447197,1.293371125,9691.784645
Medicago lupulina,2.772841272,4.831149023,2189.034909
Medicago minima,1.987462868,0.102415437,26914.5996
Medicago polymorpha,0.98832496,0.575764607,1832233.267
Medicago sativa subsp. falcata,0.782672784,0.074454003,564.0357996
Medicago sativa,0.257296562,0.467463491,81.26575966
Melampyrum cristatum,-3.852294765,0.227635079,36826206.61
Melampyrum pratense,-0.481017235,5.871606741,18084.08557
Melampyrum sylvaticum,-0.032509097,0.039988574,3516058.68
Melica nutans,-3.714952682,0.885971128,238020.6479
Melica uniflora,0.179410726,7.097778313,12037.53339
Melilotus altissimus,5.125172206,0.062463572,570.768859
Melittis melissophyllum,-1.724427644,1.046341939,4115181.297
Mentha aquatica,1.923881063,8.877353342,4046.830954
Mentha arvensis,-0.329708052,5.281198495,5943.686016
Mentha pulegium,0.646027511,0.673226714,21294284.62
Mentha spicata,2.702233581,0.358562668,378.5606108
Mentha suaveolens,-0.561414223,0.730450172,90.32765351
Menyanthes trifoliata,0.024002268,5.66509826,27357.96205
Mercurialis annua,0.353559257,0.307678133,56.10725794
Mercurialis perennis,0.847744554,14.47854178,7514.224009
Mertensia maritima,0.514183361,1.312361278,13360728.43
Mespilus germanica,1.279748445,0.857176224,155.0628925
Meum athamanticum,0.092667744,0.725253801,7278577.387
Mibora minima,1.087989649,0.264334838,787.5310035
Microthlaspi perfoliatum,4.867500531,0.014813212,30468815.47
Milium effusum,0.929746501,2.43183236,10692.68899
Minuartia hybrida,-0.346983791,0.305342017,2093761.846
Minuartia rubella,-1.676679839,0.088868637,40.15996852
Minuartia sedoides,0.107686604,0.436149823,4133104.115
Minuartia stricta,-1.398803777,0.584847126,151.5148575
Minuartia verna,-1.784585642,1.685742233,1359111.286
Misopates orontium,4.706641043,0.084244521,134.510685
Moehringia trinervia,0.692465675,5.714823691,1753.211481
Moenchia erecta,-0.211942966,0.82289997,153197.1784
Molinia caerulea,0.95010184,11.70582683,10134.45787
Moneses uniflora,0.902269171,0.076143963,60822146.53
Montia fontana,0.683394787,6.536423441,5489.095849
Muscari neglectum,3.486663205,0.233714982,72.35870248
Mycelis muralis,0.66891221,2.150758322,6380.392467
Myosotis alpestris,-4.693943166,0.019617417,16931998.61
Myosotis arvensis,0.99360398,0.494131596,141.6931127
Myosotis discolor,1.283016999,4.449347252,2785.368756
Myosotis laxa,0.304117078,4.923270028,3696.27767
Myosotis ramosissima,1.054201556,2.612815599,12986.31235
Myosotis scorpioides,0.92358733,6.78749229,4330.402559
Myosotis secunda,0.782470667,3.172504563,5658.498402
Myosotis stolonifera,-2.438262976,0.960286569,26406.74999
